5.120000000000000000e+02 4.044551941362967682e+02
5.120000000000000000e+02 4.035862830185794792e+02
5.120000000000000000e+02 3.988994069618928506e+02
5.120000000000000000e+02 4.333475713862711132e+02
5.120000000000000000e+02 4.075172892297189264e+02
5.120000000000000000e+02 4.499604230215066991e+02
4.763412528836162210e+02 4.325283067742279286e+02
4.377185408548247665e+02 4.528158675390333769e+02
5.065884937201839762e+02 5.120000000000000000e+02
4.799286118598608368e+02 5.120000000000000000e+02
4.205368840431967214e+02 -1.279358378123885132e+02
4.584117969059875577e+02 4.772664053985947703e+02
4.420327196630066169e+02 4.583428829572603149e+02
4.920395641109231519e+02 4.234727223451295686e+02
4.804898707087799608e+02 4.526856781363064783e+02
5.120000000000000000e+02 4.011071630514566095e+02
5.120000000000000000e+02 3.964396591780242716e+02
5.120000000000000000e+02 4.152192435843738849e+02
5.120000000000000000e+02 4.092357845977635407e+02
5.120000000000000000e+02 4.027590649736283126e+02
5.120000000000000000e+02 3.894978101898011005e+02
5.120000000000000000e+02 4.035375344509149613e+02
5.120000000000000000e+02 4.165672845983249886e+02
5.120000000000000000e+02 4.047144717731843571e+02
5.120000000000000000e+02 4.046564023587945940e+02
3.546014002644294578e+02 -1.969027940578602625e+02
5.120000000000000000e+02 4.044716247230477393e+02
5.120000000000000000e+02 4.042895683333417765e+02
5.120000000000000000e+02 4.051263689747575540e+02
5.120000000000000000e+02 4.048558770010661760e+02
5.120000000000000000e+02 4.028922231289523097e+02
5.120000000000000000e+02 4.040732685051349335e+02
